Filtered signal
t | x(t)
0.0 2.6013050563126074
0.1001001001001001 2.2019153678152477
0.2002002002002002 2.188681120127389
0.3003003003003003 2.5897379413700423
0.4004004004004004 2.6397675023060594
0.5005005005005005 2.754678713753961
0.6006006006006006 2.732622166329058
0.7007007007007008 2.6032853260239275
0.8008008008008008 2.4759345684881136
0.9009009009009009 2.3560624853264525
1.001001001001001 2.345716890050529
1.1011011011011012 2.1811317261526697
1.2012012012012012 2.140873630926991
1.3013013013013013 1.9082948087922251
1.4014014014014016 1.7553182261894533
1.5015015015015016 1.4914553579935932
1.6016016016016017 1.4271202679669353
1.7017017017017018 1.1713218863258439
1.8018018018018018 0.9584530510875459
1.9019019019019021 0.6382688437564769
2.002002002002002 0.35454410665417435
2.1021021021021022 0.13863048427058658
2.2022022022022023 -0.19915954216735016
2.3023023023023024 -0.4405257407179744
2.4024024024024024 -0.6124422172749586
2.5025025025025025 -0.9849514321326404
2.6026026026026026 -1.1305403794377298
2.702702702702703 -1.5280527177530525
2.802802802802803 -1.7718436737484482
2.902902902902903 -1.984437424004732
3.0030030030030033 -2.230715432861134
3.1031031031031033 -2.4679509135025075
3.2032032032032034 -2.5479424091219607
3.3033033033033035 -2.6871673214874052
3.4034034034034035 -2.767227776169571
3.5035035035035036 -2.8024838757571566
3.6036036036036037 -2.8143516662929864
3.7037037037037037 -2.760860692774066
3.8038038038038042 -2.8045804955341023
3.9039039039039043 -2.8069615225313553
4.004004004004004 -2.664639879482679
4.104104104104104 -2.5257200674537326
4.2042042042042045 -2.2587937515306016
4.3043043043043046 -2.1791397165992814
4.404404404404405 -2.1039297114601827
4.504504504504505 -1.9398559273404183
4.604604604604605 -1.7925957356489017
4.704704704704705 -1.5793831945019128
4.804804804804805 -1.4571515410051923
4.904904904904905 -1.1915520173289205
5.005005005005005 -0.966824320007491
5.105105105105105 -0.6339089134599257
5.205205205205205 -0.3636524572891089
5.305305305305305 -0.08485362354677614
5.405405405405406 0.12118133200517948
5.505505505505506 0.3673050620630246
5.605605605605606 0.4689147216915767
5.705705705705706 0.6596315850245507
5.805805805805806 0.884429521413369
5.9059059059059065 1.1994482569458527
6.0060060060060065 1.5013133368204692
6.106106106106107 1.6618347662008595
6.206206206206207 1.7443063325157222
6.306306306306307 1.9515326274449882
6.406406406406407 2.200619126150167
6.506506506506507 2.3426654644378733
6.606606606606607 2.39600179105739
6.706706706706707 2.3200299510574767
6.806806806806807 2.417584104838015
6.906906906906907 2.384710723529449
7.007007007007007 2.304861740609769
7.107107107107107 2.288014355451452
7.207207207207207 2.208284585216163
7.307307307307307 2.2186881684865805
7.407407407407407 1.9282613880930404
7.507507507507508 1.619023080258334
7.6076076076076085 1.5318268767537175
7.7077077077077085 1.354381058231332
7.807807807807809 1.1783825889614605
7.907907907907909 1.0008567930245686
8.008008008008009 0.7366355057894275
8.108108108108109 0.4397023828695799
8.208208208208209 0.25674186683641204
8.308308308308309 -0.07709140116396464
8.408408408408409 -0.22408106982032802
8.508508508508509 -0.4260115787376312
